,Id,Sentiment,Pasangan Calon,Text Tweet,clean_teks
811,812,positive,Anies-Sandi,@JktMajuBersama Sambil nunggu hasil resmi KPU. Yuk kawal #AniesSandi & rangkul smua... http://fb.me/W7EoLl8p,jktmajubersama nunggu hasil resmi kpu yuk kawal aniessandi rangkul
812,813,positive,Anies-Sandi,Silaturahmi bersama teman-teman media yang selama ini mengikuti kegiatan kampanye kami. Terima kasih semuanya! Salam bersama! #AniesSandi,silaturahmi temanteman media ikut giat kampanye terima kasih salam aniessandi
813,814,positive,Anies-Sandi,"Era #AniesSandi pastinya tidak ada lagi ucapan PEMAHAMAN NENEK LOE!, ucapan yang ada hanyalah prilaku santun... http://fb.me/24ysSwMOQ",era aniessandi pasti ucap paham nenek ucap prilaku santun
814,815,positive,Anies-Sandi,"Bersama Mas Sugeng, pelaku UMKM Gultik. Saya undang ke posko pemenangan. Semoga usaha tambah sukses dan semakin OK-OCE! #AniesSandi #OKOCE",mas sugeng laku umkm gultik undang posko menang moga usaha sukses okoce aniessandi okoce
815,816,positive,Anies-Sandi,#okeoce selalu dihati #pilkadadki,okeoce hati pilkadadki
816,817,positive,Anies-Sandi,"Perumahan DP 0%, Pemprov Harus Subsidi Rp 52 Juta Per Unit https://goo.gl/GEyUeP  #ProgramAniesSandi #JanjiKampanye #AniesSandi",rumah dp perintah provinsi subsidi rupiah juta unit programaniessandi janjikampanye aniessandi
817,818,positive,Anies-Sandi,Kemenangan #AniesSandi kemenangan warga Jakarta! Umat Islam masih harus terus berjuang menuntut keadilan hukum terhadap #AhokPenistaAgama,menang aniessandi menang warga jakarta umat islam juang tuntut adil hukum ahokpenistaagama
818,819,positive,Anies-Sandi,#ahok #temanahok #aniessandi Teman Ahok Minta Anies-Sandi Harus Lebih Baik dari Ahok http://dlvr.it/Nyqxzd,ahok temanahok aniessandi teman ahok aniessandi ahok
819,820,positive,Anies-Sandi,"Kemenangan #AniesSandi di #PilkadaDKI putaran ke 2 bukan kemenangan sekelompok orang,tetapi kemenangan seluruh warga DKI rakyat Indonesia.",menang aniessandi pilkadadki putar menang kelompok orangtetapi menang warga dki rakyat indonesia
820,821,positive,Anies-Sandi,"2. Semoga @aniesbaswedan @JktMajuBersama @sandiuno melebur semua relawan menjadi RELAWAN JAKARTA yang bersatu!#AniesSandi, #menyatukan",moga aniesbaswedan jktmajubersama sandiuno lebur rawan rawan jakarta bersatuaniessandi satu
821,822,positive,Anies-Sandi,"Cfd bersama sandiaga uno..seru,rame & menyehatkan.. #aniessandi #gubernurdkijakarta #okeoceâ€¦ https://www.instagram.com/p/BTNmfVBgqDs/",cfd sandiaga unoserurame sehat aniessandi gubernurdkijakarta okeoce
822,823,positive,Anies-Sandi,Tim Transisi Anies-Sandi Usulkan Program DP 0% Masuk APBDâ€¦â€¦ https://goo.gl/fb/NxNsv5  #nasional #aniessandi #apbd #dp #masuk #program #t,tim transisi aniessandi usul program dp masuk apbd nasional aniessandi apbd dp masuk program t
823,824,positive,Anies-Sandi,Dahsyat. Tidak Menyesal nyoblos #aniessandi kemarin,dahsyat sesal nyoblos aniessandi kemarin
824,825,positive,Anies-Sandi,#AhokDjarot yang menerapkan Open Government & Good Governance dengan triple pasword untuk APBD DKI membantu #AniesSandi merealisasi program!,ahokdjarot terap open government good governance triple pasword apbd dki bantu aniessandi realisasi program
825,826,positive,Anies-Sandi,Wakil Timses Anies-Sandi Pantau Pencoblosan Ulang di TPS 1 Gambir #WakilTimses #AniesSandi #Pantau #TPS01Gambir https://www.harianbernas.com,wakil timses aniessandi pantau coblos ulang tps gambir wakiltimses aniessandi pantau tpsgambir
826,827,positive,Anies-Sandi,bersyukur kepada Allah bahwa orang cerdas dan pandai masih banyak di jakarta.. buktinya #AniesSandi menang telak ...#Jakarta #cerdas,syukur allah orang cerdas pandai jakarta bukti aniessandi menang telak jakarta cerdas
827,828,positive,Anies-Sandi,"waduh maaf, saya ahoker tapi kalo yang ini saya setuju sama pak anies.. gimana ya #aniessandi #ahokselaludihati",aduh maaf ahoker tuju anies ya aniessandi ahokselaludihati
828,829,positive,Anies-Sandi,Menuduh pendukung #AniesSandi ekstrimis itu seperti momen gagal fokus. #AdaAqua. Cc: @MarissaAnita,tuduh dukung aniessandi ekstrimis momen gagal fokus adaaqua cc marissaanita
829,830,positive,Anies-Sandi,Anies: Komitmen Kita adalah Kota Jakarta Paling Bhineka di Indonesia. #GubernurBaru #AniesSandi Anies-Sandi... http://fb.me/7F3Lncd4W,anies komitmen kota jakarta bhineka indonesia gubernurbaru aniessandi aniessandi
830,831,positive,Anies-Sandi,"1. kita Jangan biarkan #AniesSandi keluar dari komitmennya. Tetap jadi pendukung yang selalu mengingatkan, menegur, mengkritisi",biar aniessandi komitmen dukung tegur kritisi
831,832,positive,Anies-Sandi,Terima kasih untuk Relawan Agus-Sylvi yang Telah Memilih #AniesSandi | http://gl-pro08.com @prabowo @aniesbaswedan @sandiuno,terima kasih rawan agussylvi pilih aniessandi prabowo aniesbaswedan sandiuno
832,833,positive,Anies-Sandi,Anies-Sandi Harus Satukan Warga Jakarta yang Terbelah http://bit.ly/2pYhpup  #AniesSandi #PilkadaDKI,aniessandi satu warga jakarta belah aniessandi pilkadadki
833,834,positive,Anies-Sandi,Kemenangan sesungguhnya KEADILAN HUKUM dan KEADILAN SOSIAL yang Timpang dirasakan Rakyat. #AniesSandi #AniesSandiDKI1,menang sungguh adil hukum adil sosial timpang rasa rakyat aniessandi aniessandidki
834,835,positive,Anies-Sandi,"Kami percaya, di bawah kepemimpinan #AniesSandi, Jakarta akan menjadi lebih santun, Jakarta lebih baik lagi, Jakarta yang lebih luar biasa.",percaya pimpin aniessandi jakarta santun jakarta jakarta
835,836,positive,Anies-Sandi,Siiiip pak. Selalu bantu dan kawal #AniesSandi yaa pak untuk merealisasikan smua programnya.,siiiip bantu kawal aniessandi yaa realisasi program
836,837,positive,Anies-Sandi,"#AniesSandi itu pemimpin yang akan berada ditengah,yang akan merangkul smua masyarakatnya,tanpa membedakan suku, agama,ras dan antargolongan",aniessandi pimpin ditengahyang rangkul masyarakatnyatanpa beda suku agamaras antargolongan
837,838,positive,Anies-Sandi,Polda Diminta Objektif Selidiki Kasus Sandiaga Uno http://merahputih.com/  #merahputih #sandiagauno #aniesSandi #jakarta,polda objektif selidik sandiaga uno merahputih sandiagauno aniessandi jakarta
838,839,positive,Anies-Sandi,"#PilkadaJakarta #AniesSandi | Wah, apakah Persija bakal punya stadion yang rumputnya seperti di MU dan tempat...",pilkadajakarta aniessandi persija stadion rumput mu
839,840,positive,Anies-Sandi,Kompas Tv Sandiaga Uno #jakarta #AniesSandi #kompas,kompas televisi sandiaga uno jakarta aniessandi kompas
840,841,positive,Anies-Sandi,Saya percaya usaha kita tak sia-sia. Teruslah mengemban amanat untuk Jakarta dan warganya. #PANbekerja #AmanatNasional #AniesSandi,percaya usaha siasia terus emban amanat jakarta warga panbekerja amanatnasional aniessandi
841,842,positive,Anies-Sandi,"Salam, Saudaraku. Berdasarkan exitpoll Litbang Kompas, mayoritas pemilih PAN memilih pasangan Anies-Sandi. #AniesSandi #AmanatNasional",salam saudara dasar exitpoll litbang kompas mayoritas pilih pan pilih pasang aniessandi aniessandi amanatnasional
842,843,positive,Anies-Sandi,"maju terus pak HT bersama #AniesSandi jadilah penyejuk dan pemersatu bangsa, dan sama2 memajukan jakarta ke yang lebih baik lagi.",maju ht aniessandi sejuk satu bangsa maju jakarta
843,844,positive,Anies-Sandi,Mari lebih bekerja keras supaya dapat mengemban amanah. #AniesSandi #AmanatNasional #PilkadaDKI2017,mari keras emban amanah aniessandi amanatnasional pilkadadki
844,845,positive,Anies-Sandi,"Syukur Alhamdulillah, kemenangan untuk rakyat Jakarta sudah di depan mata. #AniesSandi #AmanatNasional #PilkadaDKI2017",syukur alhamdulillah menang rakyat jakarta mata aniessandi amanatnasional pilkadadki
845,846,positive,Anies-Sandi,Waaah... #PKSLampung #aniessandi,waaah pkslampung aniessandi
846,847,positive,Anies-Sandi,Tidak usah ngawur lah. #AniesSandi berpihak pada pengusaha dan rakyat. Berbeda dengan ahok yang hanya pro pengembang,ngasal aniessandi pihak usaha rakyat beda ahok pro kembang
847,848,positive,Anies-Sandi,Saran untuk #AniesSandi dalam mewujudkan program dana 1Milyar/RW dibutuhkan persetujuan DPRD @Kemendagri_RI dan @KPK_RI untuk cegah korupsi,saran aniessandi wujud program dana milyarrw butuh tuju dprd kemendagri ri kpk ri cegah korupsi
848,849,positive,Anies-Sandi,Iya Setuju banget Pak HT. #AniesSandi pasti akan membawa Jakarta lebih baik lagi.,iya tuju banget ht aniessandi bawa jakarta
849,850,positive,Anies-Sandi,Saran untuk #AniesSandi agar Reklamasi dpt dibatalkan agar dibicarakan dengan Pemerintah Pusat @KSPgoid @kemaritiman @kkpgoid @KejaksaanRI,saran aniessandi reklamasi batal bicara perintah pusat kspgoid maritim kkpgoid kejaksaanri
850,851,positive,Anies-Sandi,"Jeda Iklan, Sandiaga Turun dari Panggung Debat lalu Peluk Erat Nelayan : Bang @sandiuno #OkeOce #salambersama",jeda iklan sandiaga turun panggung debat peluk erat nelayan bang sandiuno okeoce salambersama
851,852,positive,Anies-Sandi,"LSI: Jelang Pilkada, Suara Ahok Tertinggal Jauh dari Anies - #AniesSandiMenang #GubernurGu3 #OkeOce",lsi jelang pilkada suara ahok tinggal anies aniessandimenang gubernurgu okeoce
852,853,positive,Anies-Sandi,Sandiaga Uno: Gaji Lima Tahun Saya untuk Kaum Dhuafa http://bit.ly/2pwgHV8,sandiaga uno gaji kaum dhuafa
853,854,positive,Anies-Sandi,Bismillah semoga tahun ini ada gubernur baruu... #AniesJawaraJakarta #GubernurkuAniesBaswedan #OkeOce #TolakReklamasi,bismillah moga gubernur baruu aniesjawarajakarta gubernurkuaniesbaswedan okeoce tolakreklamasi
854,855,positive,Anies-Sandi,"Ya Allah, karuniai kami dengan gubernur dan wagub yang jujur, adil dan amanah, benar2 tulus mengabdi demi kemaslahatan DKI Jakarta. Amin",ya allah karunia gubernur wakil gubernur jujur adil amanah tulus abdi maslahat dki jakarta amin
855,856,positive,Anies-Sandi,Menarik.... Yang penting sesuai hati nurani <OK HAND> <OK HAND> <OK HAND> #Pilkada #Pilkada #PilkadaDki #PilkadaDki2017 #JakartaElection,tarik sesuai hati nurani ok hand ok hand ok hand pilkada pilkada pilkadadki pilkadadki jakartaelection
856,857,positive,Anies-Sandi,Selamat atas keberhasilan #TikoTumbangkanToke #pilkadadki2017 #PilkadaDKI #pilkadajakarta <OK HAND>,selamat hasil tikotumbangkantoke pilkadadki pilkadadki pilkadajakarta ok hand
857,858,positive,Anies-Sandi,"Macam-macam ya keramaian pilkada dki. ada yang potong nenen ,yang jago ngeles karena ramalan. Selamat pak Anies-Sandi #pilkadadki2017",macammacam ya ramai pilkada dki potong nenen jago alas ramal selamat aniessandi pilkadadki
858,859,positive,Anies-Sandi,Semoga janji Gubernur baru terpenuhi <FOLDED HANDS> #PilkadaDKI #pilkadadki2017,moga janji gubernur penuh folded hands pilkadadki pilkadadki
859,860,positive,Anies-Sandi,"Jakarta benar-benar milik Indonesia, Terima Kasih Pak! #jakartamemilih #JakartaMemilihJawara #PilkadaDKI #pilkadadki2017",jakarta benarbenar milik indonesia terima kasih jakartamemilih jakartamemilihjawara pilkadadki pilkadadki
860,861,positive,Anies-Sandi,Pilihanku <OK HAND> <OK HAND> <OK HAND> #pilkadaputarankedua #pilkadadki #pilkadadki2017 https://www.instagram.com/p/BTDfaWKANlH/,pilih ok hand ok hand ok hand pilkadaputarankedua pilkadadki pilkadadki
861,862,positive,Anies-Sandi,Anies Pasrah dengan Hasil Pilkada DKI Jakarta. https://goo.gl/VqrfZU  #pilkadadki2017 @aniesbaswedan,anies pasrah hasil pilkada dki jakarta pilkadadki aniesbaswedan
862,863,positive,Anies-Sandi,Allahuakbar 3x . #JakartaKece #jakarta #PilkadaDKI #pilkadadki2017 #AkuCoblosAniesSandi,allahuakbar x jakartakece jakarta pilkadadki pilkadadki akucoblosaniessandi
863,864,positive,Anies-Sandi,<OK HAND> <OK HAND> <OK HAND>  #aniessandi #pilkadaDKI #pilkadaDKI2017 #majukotanyabahagiawarganya #prabowosubianto #pks https://www.instagram.com/p/BS7,ok hand ok hand ok hand aniessandi pilkadadki pilkadadki majukotanyabahagiawarganya prabowosubianto pks
864,865,positive,Anies-Sandi,Bedanya hampir 17%..... artinya suara AHY ke ANIES-SANDI <Glowing Star> <Glowing Star> <Glowing Star>,beda suara ahy aniessandi glowing star glowing star glowing star
865,866,positive,Anies-Sandi,"Menang Pilkada DKI, Prabowo: Anies-Sandi Harus Kerja Keras",menang pilkada dki prabowo aniessandi kerja keras
866,867,positive,Anies-Sandi,"Doain daerah sendiri dulu aja, GUB nya bagaimana <FOLDED HANDS> Aa Gym Kritik Syukuran Anies-Sandi Usai Menang di Pilkada DKI https://today.line.me/",doa daerah gub nya folded hands aa gym kritik syukur aniessandi menang pilkada dki
867,868,positive,Anies-Sandi,Feeling aku sih yang menang #PilkadaDKI itu pasangan Anies-Sandi.,feeling sih menang pilkadadki pasang aniessandi
868,869,positive,Anies-Sandi,"KPU Sudah Umumkan Hasil Pilkada DKI, Anies-Sandi Tetap Menang, Karangan Bunga Gak Ngaruh <Cat Face With Tears of Joy> https://goo.gl/fb/ASihdv",kpu umum hasil pilkada dki aniessandi menang karang bunga pengaruh cat muka with tears of joy
869,870,positive,Anies-Sandi,"Inilah Hasil Rekapituasi Manual Pilkada DKI, Anies-Sandi Tetap Menang http://fb.me/5WQ3cfXh0",hasil rekapituasi manual pilkada dki aniessandi menang
870,871,positive,Anies-Sandi,Alesha aja milih no.3.... Masa kita gak...!!! <Smiling Face With Sunglasses> salam 3 jari #aniessandy https://www.instagram.com/p/BS2tr9cgJ_b/,alesha milih nomor smiling muka with sunglasses salam jari aniessandy
871,872,positive,Anies-Sandi,#aniessandy #gubenurgur3  <OK HAND>  <OK HAND>  <OK HAND>,aniessandy gubenurgur ok hand ok hand ok hand
872,873,positive,Anies-Sandi,... #AniesSandy  <OK HAND>  untuk Jakarta yang lebih baik ...,aniessandy ok hand jakarta
873,874,positive,Anies-Sandi,... Hahaha ... Adjrot Adjrot .... Ada ada aja ... Kehabisan akal ya untuk mengalahkan #AniesSandy kandidat favoritku <lovered>  <lovered>  ...,hahaha adjrot adjrot habis akal ya kalah aniessandy kandidat favorit lovered lovered
874,875,positive,Anies-Sandi,"... #AniesSandy ... Insya Allah menang. Jangan lukai hati Umat Islam, kalau sudah menjabat <OK HAND> <OK HAND> <OK HAND> ...",aniessandy insya allah menang luka hati umat islam jabat ok hand ok hand ok hand
875,876,positive,Anies-Sandi,"@KompasTV sayang #AniesSandy tidak datang, kalau datang pasti acaranya tambah keren <OK HAND> <OK HAND> #AhokDjarotDiRosi",kompastv sayang aniessandy acara keren ok hand ok hand ahokdjarotdirosi
876,877,positive,Anies-Sandi,"... Anies memang luar biasa  <OK HAND> ... Gubernur rakyat, bukan Gubernur pengembang ... #AniesSandy",anies ok hand gubernur rakyat gubernur kembang aniessandy
877,878,positive,Anies-Sandi,... Ahok dan Najwa bener bener mati kutu dan bingung ... #Anies menjawab semua tudingan dengan ringan dan tepat  <SMILING FACE WITH HEART-EYES> <SMILING FACE WITH HEART-EYES>  ... #AniesSandy,ahok najwa bener bener mati kutu bingung anies tuding ringan smiling muka with hearteyes smiling muka with hearteyes aniessandy
878,879,positive,Anies-Sandi,#garudaindonesia #indonesia #motivator #motivatorindonesia #pembicara #trainer #pelatih #coach #kata2bijak #wisdom #ahokdjarot #aniessandy,garudaindonesia indonesia motivator motivatorindonesia bicara trainer latih latih katabijak wisdom ahokdjarot aniessandy
879,880,positive,Anies-Sandi,Kita semua saudara!! #PilkadaSerentak2017 #PilkadaDKI #AHY #AhokJarot #AgusSylvi #AniesSandy #Indonesia,saudara pilkadaserentak pilkadadki ahy ahokjarot agussylvi aniessandy indonesia
880,881,positive,Anies-Sandi,#SalamBersama #OkeOce #Jakarta #CoblosNomor3  @aniesbaswedan @sandiuno @Gerindra @PKSejahtera @Official_PAN,salambersama okeoce jakarta coblosnomor aniesbaswedan sandiuno gerindra pksejahtera official pan
881,882,positive,Anies-Sandi,Hallo Bang @aniesbaswedan Wah Asyik juga ya habis manggung di DA  <THUMBS UP> <THUMBS UP> @IndosiarID #OkeOce #Telu,hallo bang aniesbaswedan asyik ya habis manggung da thumbs up thumbs up indosiarid okeoce
882,883,positive,Anies-Sandi,#okeoce #3  <OK HAND>   <OK HAND>   <OK HAND> https://www.instagram.com/p/BS3wZR3BSRI/,okeoce ok hand ok hand ok hand
883,884,positive,Anies-Sandi,sedang nongkrong tiba2 didatangi timses paslon 3 #OkeOce  <OK HAND>,nongkrong datang timses paslon okeoce ok hand
884,885,positive,Anies-Sandi,"Pak Anies jadi pempmpinnya, maju terus Pak ke jalan yang di Ridhoi Allah  <THUMBS UP> <THUMBS UP> @DAcademyID @IndosiarID #OkeOce #3 #AniesSandi",anies pempmpinnya maju jalan ridhoi allah thumbs up thumbs up dacademyid indosiarid okeoce aniessandi
885,886,positive,Anies-Sandi,Gubernur TERPILIH Kita Pak Anies  di @DAcademyID @IndosiarID #3 #OkeOce #pilkadadki2017,gubernur pilih anies dacademyid indosiarid okeoce pilkadadki
886,887,positive,Anies-Sandi,Saya hanya mencoba menerapkan apa yang seharusnya saya lakukan... #okeoce  <OK HAND>,coba terap laku okeoce ok hand
887,888,positive,Anies-Sandi,3 YA 3 JANGAN LUPA YAAA #OkeOce <OK HAND> <OK HAND> <OK HAND>  #AniesSandi,ya lupa yaaa okeoce ok hand ok hand ok hand aniessandi
888,889,positive,Anies-Sandi,"Sekarang saatnya brgabung & dukung usaha yang pimpinannya jelas seperti Ust. Yusuf Mansyur  <FOLDED HANDS> , #OkeOce #Pribumi #MuslimLawanRasis",brgabung dukung usaha pimpin ust yusuf mansyur folded hands okeoce pribumi muslimlawanrasis
889,890,positive,Anies-Sandi,kita sih #OkeOCE aja <OK HAND>,sih okeoce ok hand
890,891,positive,Anies-Sandi,wiiih Aqua pun #OKEOCE pilih no 3  <OK HAND>  <OK HAND>  <OK HAND>,wiiih aqua okeoce pilih nomor ok hand ok hand ok hand
891,892,positive,Anies-Sandi,Ada masalah dengan #kebhinnekaan ? Kayaknya nggak ada deh ! Kalau kita fokus #OkeOce insyaALLOH akan Oke-Oke aja  <OK HAND>,kebhinnekaan kayak deh fokus okeoce insyaalloh okeoke ok hand
892,893,positive,Anies-Sandi,#jakartakece #DebatFinalPilkadaJKT #OkeOce #3ya3 #JumatBarokah,jakartakece debatfinalpilkadajkt okeoce ya jumatbarokah
893,894,positive,Anies-Sandi,Dengan jaringan #OkeOce saat ini @JktMajuBersama sudah bisa menghadirkan OkeOce Mart <OK HAND> #SambutGubernurBaru,jaring okeoce jktmajubersama hadir okeoce mart ok hand sambutgubernurbaru
894,895,positive,Anies-Sandi,"Ingat, pilih no.3 di tanggal 19 April nanti ya kakak! <OK HAND> #okeoce . #PilihAniesSandi #AniesSandi… https://www.instagram.com/p/BS1-_Sqh9Yf/",pilih nomor tanggal april ya kakak ok hand okeoce pilihaniessandi aniessandi
